id	course	module	instance	section	idnumber	added	score	indent	visible	visibleoncoursepage	visibleold	groupmode	groupingid	completion	completiongradeitemnumber	completionview	completionexpected	showdescription	availability	deletioninprogress
302	85	11	79	435		1659868451	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
303	84	11	80	430		1659868610	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
304	36	11	81	187		1660372318	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
305	86	9	85	439	NULL	1660375157	0	0	1	1	1	0	0	0	NULL	0	0	0	NULL	0
306	86	11	82	440		1660375371	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
307	35	18	80	169		1663566021	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
308	35	24	54	169		1663566462	0	0	1	1	1	0	0	2	NULL	1	0	0	NULL	0
309	35	24	55	169		1663571076	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
310	35	24	56	169		1663571622	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
311	35	24	57	169		1663572862	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
312	35	24	58	169		1663573572	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
313	35	24	59	169		1663573625	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
314	35	24	60	169		1663573705	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
315	35	24	61	169		1663573862	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
316	35	24	62	169		1663574276	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
317	35	24	63	169		1663575168	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
318	35	24	64	169		1663577103	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
319	35	24	65	169		1663581206	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
320	35	11	83	169		1663582158	0	0	1	1	1	0	0	2	0	0	0	0	NULL	1
321	35	24	66	169		1663588031	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
322	35	24	67	169		1663588109	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
323	35	24	68	169		1663588180	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
324	35	11	84	169		1663588297	0	0	1	1	1	0	0	2	0	0	0	0	NULL	0
325	35	24	69	169		1663662373	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
326	35	24	70	169		1663662429	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
327	35	24	71	169		1663662995	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
328	35	24	72	169		1663663130	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
329	35	24	73	169		1663663177	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
330	35	24	74	169		1663663819	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
331	35	24	75	169		1663663820	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
332	35	24	76	169		1663664583	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
333	35	24	77	169		1663664638	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
334	35	24	78	169		1663664689	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
335	35	24	79	169		1663664832	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
336	35	24	80	169		1663664882	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
337	35	24	81	169		1663664933	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
338	35	24	82	169		1663664990	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
339	35	24	83	169		1663665045	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
340	35	24	84	169		1663665101	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
341	35	24	85	169		1663665155	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
342	35	24	86	169		1663665206	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
343	35	24	87	169		1663665374	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
344	35	24	88	169		1663665450	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
345	35	24	89	169		1663665499	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
346	35	24	90	169		1663665571	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
347	35	24	91	169		1663665618	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
348	35	24	92	169		1663665675	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
349	35	24	93	169		1663665718	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
350	35	24	94	366		1663691700	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
351	35	24	95	366		1663691768	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
352	35	24	96	366		1663691822	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
353	35	24	97	366		1663691863	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
354	35	24	98	366		1663691912	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
355	35	24	99	366		1663691958	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
356	35	24	100	366		1663692002	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
357	35	24	101	366		1663692635	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
358	35	24	102	366		1663692695	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
359	35	24	103	366		1663692739	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
360	35	24	104	366		1663692800	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
361	35	24	105	366		1663692840	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
362	35	24	106	366		1663692890	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
363	35	24	107	366		1663692941	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
364	35	24	108	366		1663692984	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
365	35	24	109	366		1663693031	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
366	35	24	110	366		1663693114	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
367	35	24	111	366		1663693170	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
368	35	24	112	366		1663693276	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
369	35	24	113	366		1663693346	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
370	35	24	114	366		1663693392	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
371	35	24	115	366		1663693441	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
372	35	24	116	366		1663693495	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
373	35	24	117	366		1663693559	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
374	35	24	118	366		1663693611	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
375	35	24	119	366		1663693660	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
376	35	24	120	366		1663693733	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
377	35	24	121	366		1663693786	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
378	35	24	122	366		1663693843	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
379	35	24	123	366		1663693904	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
380	35	24	124	366		1663693954	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
381	35	24	125	366		1663694011	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
382	35	24	126	366		1663694057	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
383	35	24	127	366		1663694102	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
384	35	24	128	366		1663694150	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
385	35	24	129	366		1663694197	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
386	35	24	130	366		1663694249	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
387	35	24	131	366		1663694558	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
388	35	24	132	366		1663694613	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
389	35	24	133	366		1663694658	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
390	35	24	134	366		1663694708	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
391	35	24	135	366		1663694755	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
392	35	24	136	366		1663694810	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
393	35	24	137	366		1663694854	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
394	35	24	138	366		1663694910	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
395	35	24	139	366		1663694956	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
396	35	24	140	366		1663695029	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
397	35	24	141	366		1663695069	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
398	35	24	142	366		1663695118	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
399	35	24	143	366		1663695171	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
400	35	24	144	366		1663695227	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
401	35	24	145	366		1663695228	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
402	35	24	146	366		1663695372	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
403	35	24	147	366		1663695419	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
404	35	24	148	366		1663695474	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
405	35	24	149	366		1663695518	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
406	35	24	150	366		1663695566	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
407	35	24	151	366		1663695618	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
408	35	24	152	366		1663695881	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
409	35	24	153	366		1663695935	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
410	35	24	154	366		1663695986	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
411	35	24	155	366		1663696036	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
412	34	24	156	164		1663834230	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
413	34	24	157	164		1663834273	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
414	34	24	158	164		1663834315	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
415	34	24	159	164		1663834355	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
416	34	24	160	164		1663834399	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
417	34	24	161	164		1663834441	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
418	34	24	162	164		1663834488	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
419	34	24	163	164		1663834536	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
420	34	24	164	164		1663834581	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
421	34	24	165	164		1663834626	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
422	34	24	166	164		1663834670	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
423	34	24	167	164		1663834718	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
424	34	24	168	164		1663834761	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
425	34	24	169	164		1663834806	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
426	34	24	170	164		1663834851	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
427	34	24	171	164		1663834909	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
428	34	24	172	164		1663834963	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
429	34	24	173	164		1663835250	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
430	34	24	174	164		1663835296	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
431	34	24	175	164		1663835729	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
432	34	24	176	164		1663835934	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
433	34	24	177	164		1663835988	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
434	34	24	178	164		1663837254	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
435	34	24	179	164		1663837306	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
436	34	24	180	164		1663837558	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
437	34	24	181	164		1663846544	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
438	34	24	182	164		1663846584	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
439	34	24	183	164		1663846634	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
440	34	24	184	164		1663846678	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
441	34	24	185	164		1663846741	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
442	34	24	186	164		1663846784	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
443	34	24	187	164		1663846826	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
444	34	24	188	164		1663846870	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
445	34	24	189	164		1663846920	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
446	34	24	190	165		1663894785	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
447	34	24	191	165		1663894867	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
448	34	24	192	165		1663894915	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
449	34	24	193	165		1663894986	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
450	34	24	194	165		1663895056	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
451	34	24	195	165		1663895187	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
452	34	24	196	165		1663895238	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
453	34	24	197	165		1663895285	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
454	34	24	198	165		1663895336	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
455	34	24	199	165		1663895390	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
456	34	24	200	165		1663895436	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
457	34	24	201	165		1663895487	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
458	34	24	202	165		1663895538	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
459	34	24	203	165		1663895583	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
460	34	24	204	165		1663895634	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
461	34	24	205	165		1663895677	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
462	34	24	206	165		1663895729	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
463	34	24	207	165		1663895780	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
464	34	24	208	165		1663895827	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
465	34	24	209	165		1663895882	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
466	34	24	210	165		1663895928	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
467	34	24	211	165		1663895983	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
468	34	24	212	165		1663896037	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
469	34	24	213	165		1663896096	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
470	34	24	214	165		1663897993	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
471	34	24	215	165		1663898038	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
472	34	24	216	165		1663898080	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
473	34	24	217	165		1663898124	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
474	34	24	218	165		1663898294	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
475	34	24	219	165		1663898338	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
476	34	24	220	165		1663898383	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
477	34	24	221	165		1663898385	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
478	34	24	222	165		1663898502	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
479	34	24	223	165		1663898550	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
480	34	24	224	165		1663898595	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
481	34	24	225	165		1663898642	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
482	34	24	226	165		1663898708	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
483	35	9	86	167	NULL	1641682724	0	0	1	1	1	0	0	0	NULL	0	0	0	NULL	0
484	35	18	81	169		1655132645	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
485	35	24	227	169		1663566462	0	0	1	1	1	0	0	2	NULL	1	0	0	NULL	1
486	35	11	85	169		1663588297	0	0	1	1	1	0	0	2	0	0	0	0	NULL	1
487	35	24	228	169		1663571076	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
488	35	24	229	169		1663571622	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
489	35	24	230	169		1663572862	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
490	35	24	231	169		1663573572	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
491	35	24	232	169		1663573625	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
492	35	24	233	169		1663573705	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
493	35	24	234	169		1663573862	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
494	35	24	235	169		1663574276	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
495	35	24	236	169		1663575168	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
496	35	24	237	169		1663577103	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
497	35	24	238	169		1663581206	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
498	35	24	239	169		1663588031	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
499	35	24	240	169		1663588109	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
500	35	24	241	169		1663588180	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
501	35	24	242	169		1663662373	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
502	35	24	243	169		1663662429	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
503	35	24	244	169		1663662995	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
504	35	24	245	169		1663663130	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
505	35	24	246	169		1663663177	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
506	35	24	247	169		1663663819	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
507	35	24	248	169		1663663820	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
508	35	24	249	169		1663664583	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
509	35	24	250	169		1663664638	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
510	35	24	251	169		1663664689	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
511	35	24	252	169		1663664832	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
512	35	24	253	169		1663664882	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
513	35	24	254	169		1663664933	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
514	35	24	255	169		1663664990	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
515	35	24	256	169		1663665045	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
516	35	24	257	169		1663665101	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
517	35	24	258	169		1663665155	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
518	35	24	259	169		1663665206	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
519	35	24	260	169		1663665374	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
520	35	24	261	169		1663665450	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
521	35	24	262	169		1663665499	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
522	35	24	263	169		1663665571	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
523	35	24	264	169		1663665618	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
524	35	24	265	169		1663665675	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
525	35	24	266	169		1663665718	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
526	35	18	82	366		1655133043	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
527	35	24	267	366		1663691700	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
528	35	24	268	366		1663691768	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
529	35	24	269	366		1663691822	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
530	35	24	270	366		1663691863	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
531	35	24	271	366		1663691912	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
532	35	24	272	366		1663691958	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
533	35	24	273	366		1663692002	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
534	35	24	274	366		1663692635	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
535	35	24	275	366		1663692695	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
536	35	24	276	366		1663692739	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
537	35	24	277	366		1663692800	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
538	35	24	278	366		1663692840	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
539	35	24	279	366		1663692890	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
540	35	24	280	366		1663692941	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
541	35	24	281	366		1663692984	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
542	35	24	282	366		1663693031	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
543	35	24	283	366		1663693114	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
544	35	24	284	366		1663693170	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
545	35	24	285	366		1663693276	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
546	35	24	286	366		1663693346	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
547	35	24	287	366		1663693392	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
548	35	24	288	366		1663693441	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
549	35	24	289	366		1663693495	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
550	35	24	290	366		1663693559	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
551	35	24	291	366		1663693611	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
552	35	24	292	366		1663693660	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
553	35	24	293	366		1663693733	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
554	35	24	294	366		1663693786	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
555	35	24	295	366		1663693843	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
556	35	24	296	366		1663693904	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
557	35	24	297	366		1663693954	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
558	35	24	298	366		1663694011	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
559	35	24	299	366		1663694057	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
560	35	24	300	366		1663694102	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
561	35	24	301	366		1663694150	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
562	35	24	302	366		1663694197	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
563	35	24	303	366		1663694249	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
564	35	24	304	366		1663694558	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
565	35	24	305	366		1663694613	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
566	35	24	306	366		1663694658	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
567	35	24	307	366		1663694708	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
568	35	24	308	366		1663694755	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
569	35	24	309	366		1663694810	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
570	35	24	310	366		1663694854	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
571	35	24	311	366		1663694910	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
572	35	24	312	366		1663694956	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
573	35	24	313	366		1663695029	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
574	35	24	314	366		1663695069	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
575	35	24	315	366		1663695118	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
576	35	24	316	366		1663695171	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
577	35	24	317	366		1663695227	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
578	35	24	318	366		1663695228	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
579	35	24	319	366		1663695372	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
580	35	24	320	366		1663695419	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
581	35	24	321	366		1663695474	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
582	35	24	322	366		1663695518	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
583	35	24	323	366		1663695566	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
584	35	24	324	366		1663695618	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
585	35	24	325	366		1663695881	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
586	35	24	326	366		1663695935	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
587	35	24	327	366		1663695986	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
588	35	24	328	366		1663696036	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
589	31	9	87	147	NULL	1641682724	0	0	1	1	1	0	0	0	NULL	0	0	0	NULL	0
590	31	24	329	149		1663566462	0	0	1	1	1	0	0	2	NULL	1	0	0	NULL	0
591	31	11	86	149		1663588297	0	0	1	1	1	0	0	2	0	0	0	0	NULL	0
592	31	24	330	149		1663571076	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
593	31	24	331	149		1663571622	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
594	31	24	332	149		1663572862	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
595	31	24	333	149		1663573572	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
596	31	24	334	149		1663573625	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
