id,h5pactivityid,userid,timecreated,timemodified,attempt,rawscore,maxscore,scaled,duration,completion,success
1302,50,35507,1652588971,1652588971,1,21,33,0.63636,694,1,0
1303,29,33440,1652589180,1652589180,1,6,9,0.66667,298,1,0
1304,29,33440,1652589400,1652589400,2,7,9,0.77778,518,1,0
1305,29,33440,1652589447,1652589447,3,9,9,1.00000,565,1,1
1306,30,33440,1652589513,1652589513,1,8,8,1.00000,30,1,1
1307,50,35510,1652591118,1652591118,1,23,33,0.69697,694,1,0
1308,50,35261,1652591908,1652591908,1,33,33,1.00000,505,1,1
1309,53,35261,1652592492,1652592493,1,33,33,1.00000,263,1,1
1310,35,34603,1652594892,1652594892,1,6,10,0.60000,145,1,0
1311,35,34603,1652594972,1652594972,2,10,10,1.00000,225,1,1
1312,1,33527,1652595259,1652595259,1,3,5,0.60000,32,1,0
1313,3,33527,1652595375,1652595375,1,4,6,0.66667,38,1,0
1314,14,33527,1652595792,1652595792,1,5,5,1.00000,40,1,1
1315,15,33527,1652595871,1652595871,1,3,5,0.60000,19,1,0
1316,16,33527,1652595930,1652595930,1,6,6,1.00000,31,1,1
1317,1,33445,1652597695,1652597695,1,0,5,0.00000,69,1,0
1318,1,33445,1652597711,1652597711,2,0,5,0.00000,79,1,0
1319,50,35537,1652600099,1652600100,1,31,33,0.93939,487,1,0
1320,50,33077,1652600223,1652600224,3,33,33,1.00000,231,1,1
1321,53,33077,1652600410,1652600410,2,33,33,1.00000,158,1,1
1322,50,32348,1652601773,1652601773,1,33,33,1.00000,466,1,1
1323,50,35551,1652604198,1652604198,1,24,33,0.72727,304,1,0
1324,50,35552,1652604957,1652604957,1,29,33,0.87879,255,1,0
1325,50,35482,1652606175,1652606175,1,19,33,0.57576,395,1,0
1326,1,33445,1652606349,1652606349,3,5,5,1.00000,53,1,1
1327,2,33445,1652606397,1652606397,1,5,5,1.00000,22,1,1
1328,3,33445,1652606429,1652606429,1,6,6,1.00000,18,1,1
1329,50,35553,1652607488,1652607488,1,17,33,0.51515,226,1,0
1330,50,34491,1652607823,1652607823,1,31,33,0.93939,525,1,0
1331,50,34491,1652608000,1652608000,2,32,33,0.96970,702,1,0
1332,50,33499,1652608617,1652608617,1,24,33,0.72727,218,1,0
1333,50,33499,1652608845,1652608845,2,31,33,0.93939,446,1,0
1334,50,33499,1652609038,1652609038,3,31,33,0.93939,639,1,0
1335,50,33499,1652609198,1652609198,4,33,33,1.00000,799,1,1
1336,1,30674,1652611608,1652611608,1,5,5,1.00000,75,1,1
1337,2,30674,1652611640,1652611640,1,5,5,1.00000,21,1,1
1338,3,30674,1652611692,1652611692,1,6,6,1.00000,22,1,1
1339,14,30674,1652611767,1652611767,1,3,5,0.60000,36,1,0
1340,14,30674,1652611791,1652611791,2,5,5,1.00000,60,1,1
1341,50,33431,1652611795,1652611795,1,32,33,0.96970,475,1,0
1342,15,30674,1652611850,1652611850,1,5,5,1.00000,25,1,1
1343,16,30674,1652611883,1652611883,1,6,6,1.00000,22,1,1
1344,17,30674,1652611926,1652611926,1,4,4,1.00000,25,1,1
1345,18,30674,1652611959,1652611959,1,4,4,1.00000,20,1,1
1346,19,30674,1652611998,1652611998,1,9,9,1.00000,28,1,1
1347,20,30674,1652612022,1652612022,1,4,4,1.00000,14,1,1
1348,21,30674,1652612048,1652612048,1,4,4,1.00000,13,1,1
1349,22,30674,1652612080,1652612080,1,6,6,1.00000,21,1,1
1350,23,30674,1652612117,1652612117,1,4,4,1.00000,23,1,1
1351,24,30674,1652612149,1652612149,1,5,5,1.00000,21,1,1
1352,25,30674,1652612204,1652612204,1,9,9,1.00000,34,1,1
1353,26,30674,1652612249,1652612249,1,9,9,1.00000,28,1,1
1354,27,30674,1652612290,1652612290,1,8,8,1.00000,27,1,1
1355,28,30674,1652612359,1652612359,1,8,8,1.00000,56,1,1
1356,29,30674,1652612455,1652612455,1,9,9,1.00000,40,1,1
1357,30,30674,1652612499,1652612499,1,8,8,1.00000,34,1,1
1358,31,30674,1652612531,1652612531,1,6,6,1.00000,24,1,1
1359,32,30674,1652612567,1652612567,1,7,7,1.00000,25,1,1
1360,33,30674,1652612666,1652612666,1,8,8,1.00000,70,1,1
1361,17,31675,1652613002,1652613002,1,0,4,0.00000,12,1,0
1362,1,29277,1652613147,1652613147,1,5,5,1.00000,363,1,1
1363,50,35520,1652613243,1652613243,1,31,33,0.93939,311,1,0
1364,50,35565,1652614396,1652614396,1,32,33,0.96970,346,1,0
1365,1,29777,1652617604,1652617604,1,5,5,1.00000,46,1,1
1366,50,35569,1652617679,1652617680,1,32,33,0.96970,323,1,0
1367,53,29777,1652618267,1652618267,1,32,33,0.96970,506,1,0
1368,50,35568,1652618841,1652618841,1,12,33,0.36364,628,1,0
1369,50,35526,1652619965,1652619965,1,31,33,0.93939,274,1,0
1370,50,30352,1652620951,1652620951,1,25,33,0.75758,401,1,0
1371,1,30352,1652621085,1652621085,1,5,5,1.00000,45,1,1
1372,50,35578,1652621421,1652621421,1,33,33,1.00000,380,1,1
1373,50,35576,1652621558,1652621558,1,30,33,0.90909,355,1,0
1374,50,29793,1652621594,1652621594,2,33,33,1.00000,202,1,1
1375,53,29793,1652621894,1652621894,1,33,33,1.00000,164,1,1
1376,1,35576,1652621922,1652621922,1,5,5,1.00000,19,1,1
1377,2,35576,1652621947,1652621947,1,5,5,1.00000,15,1,1
1378,3,35576,1652621981,1652621981,1,6,6,1.00000,16,1,1
1379,14,35576,1652622061,1652622061,1,5,5,1.00000,21,1,1
1380,15,35576,1652622092,1652622092,1,5,5,1.00000,20,1,1
1381,1,35578,1652622104,1652622104,1,5,5,1.00000,49,1,1
1382,29,35582,1652622132,1652622132,1,3,9,0.33333,87,1,0
1383,16,35576,1652622135,1652622135,1,6,6,1.00000,12,1,1
1384,17,35576,1652622193,1652622193,1,2,4,0.50000,41,1,0
1385,17,35576,1652622209,1652622209,2,4,4,1.00000,57,1,1
1386,18,35576,1652622251,1652622251,1,4,4,1.00000,30,1,1
1387,19,35576,1652622306,1652622306,1,9,9,1.00000,44,1,1
1388,1,30352,1652622365,1652622365,2,5,5,1.00000,41,1,1
1389,53,35578,1652622525,1652622525,1,33,33,1.00000,157,1,1
1390,2,30352,1652622604,1652622604,1,5,5,1.00000,27,1,1
1391,3,30352,1652622658,1652622658,1,6,6,1.00000,40,1,1
1392,50,30506,1652622701,1652622701,1,31,33,0.93939,555,1,0
1393,15,30352,1652622779,1652622779,1,5,5,1.00000,35,1,1
1394,16,30352,1652622827,1652622827,1,6,6,1.00000,35,1,1
1395,17,30352,1652622877,1652622877,1,4,4,1.00000,35,1,1
1396,1,35588,1652622897,1652622897,1,5,5,1.00000,41,1,1
1397,20,30352,1652622919,1652622919,1,4,4,1.00000,16,1,1
1398,50,35587,1652622956,1652622956,1,31,33,0.93939,271,1,0
1399,21,30352,1652622969,1652622969,1,4,4,1.00000,20,1,1
1400,20,35576,1652623070,1652623070,1,4,4,1.00000,741,1,1
1401,22,30352,1652623079,1652623079,1,6,6,1.00000,27,1,1
1402,23,30352,1652623128,1652623128,1,4,4,1.00000,19,1,1
1403,21,35576,1652623136,1652623136,1,4,4,1.00000,15,1,1
1404,50,35587,1652623146,1652623146,2,31,33,0.93939,134,1,0
1405,24,30352,1652623189,1652623189,1,5,5,1.00000,32,1,1
1406,22,35576,1652623227,1652623227,1,6,6,1.00000,16,1,1
1407,25,30352,1652623261,1652623261,1,9,9,1.00000,37,1,1
1408,23,35576,1652623290,1652623290,1,4,4,1.00000,23,1,1
1409,24,35576,1652623314,1652623314,1,5,5,1.00000,14,1,1
1410,26,30352,1652623341,1652623341,1,9,9,1.00000,54,1,1
1411,50,35587,1652623344,1652623344,3,32,33,0.96970,121,1,0
1412,25,35576,1652623346,1652623346,1,9,9,1.00000,20,1,1
1413,26,35576,1652623395,1652623395,1,9,9,1.00000,27,1,1
1414,27,30352,1652623407,1652623407,1,8,8,1.00000,44,1,1
1415,27,35576,1652623476,1652623476,1,5,8,0.62500,71,1,0
1416,28,30352,1652623489,1652623489,1,8,8,1.00000,55,1,1
1417,27,35576,1652623503,1652623503,2,8,8,1.00000,98,1,1
1418,28,35576,1652623541,1652623541,1,8,8,1.00000,24,1,1
1419,29,35576,1652623673,1652623673,1,9,9,1.00000,32,1,1
1420,30,35576,1652623727,1652623727,1,8,8,1.00000,19,1,1
1421,31,35576,1652623756,1652623756,1,6,6,1.00000,21,1,1
1422,32,35576,1652623786,1652623786,1,7,7,1.00000,20,1,1
1423,1,35597,1652623974,1652623974,1,5,5,1.00000,89,1,1
1424,50,35595,1652624352,1652624352,1,32,33,0.96970,419,1,0
1425,50,35595,1652624520,1652624520,2,32,33,0.96970,587,1,0
1426,50,35596,1652624641,1652624641,1,29,33,0.87879,332,1,0
1427,1,34366,1652624721,1652624721,1,5,5,1.00000,78,1,1
1428,2,34366,1652624775,1652624775,1,5,5,1.00000,36,1,1
1429,3,34366,1652624843,1652624843,1,6,6,1.00000,43,1,1
1430,50,30329,1652625427,1652625427,1,30,33,0.90909,479,1,0
1431,50,35442,1652625699,1652625699,2,32,33,0.96970,408,1,0
1432,29,34976,1652625836,1652625836,1,9,9,1.00000,59,1,1
1433,53,30329,1652625854,1652625854,1,32,33,0.96970,223,1,0
1434,50,35602,1652626076,1652626077,1,29,33,0.87879,373,1,0
1435,50,33484,1652628042,1652628042,1,32,33,0.96970,262,1,0
1436,53,33484,1652628274,1652628274,1,33,33,1.00000,171,1,1
1437,14,33445,1652632093,1652632093,1,5,5,1.00000,19,1,1
1438,15,33445,1652632155,1652632155,1,3,5,0.60000,23,1,0
1439,16,33445,1652632200,1652632200,1,3,6,0.50000,23,1,0
1440,1,35617,1652633350,1652633350,1,0,5,0.00000,8,1,0
1441,31,33607,1652633613,1652633613,1,6,6,1.00000,43,1,1
1442,32,33607,1652633659,1652633659,1,7,7,1.00000,27,1,1
1443,31,29978,1652634803,1652634803,1,6,6,1.00000,74,1,1
1444,32,29978,1652634999,1652634999,1,7,7,1.00000,174,1,1
1445,33,29978,1652635710,1652635710,1,8,8,1.00000,59,1,1
1446,34,29978,1652635920,1652635920,1,7,7,1.00000,150,1,1
1447,1,34603,1652665468,1652665468,1,5,5,1.00000,26,1,1
1448,50,35640,1652675866,1652675866,1,31,33,0.93939,558,1,0
1449,14,33445,1652679482,1652679482,2,3,5,0.60000,12,1,0
1450,15,33445,1652679519,1652679519,2,5,5,1.00000,21,1,1
1451,16,33445,1652679592,1652679592,2,4,6,0.66667,20,1,0
1452,50,35651,1652679827,1652679828,1,29,33,0.87879,894,1,0
1453,50,35651,1652680095,1652680095,2,32,33,0.96970,224,1,0
1454,50,35656,1652680608,1652680608,1,32,33,0.96970,156,1,0
1455,49,34603,1652680625,1652680625,1,8,8,1.00000,107,1,1
1456,50,34603,1652681756,1652681756,1,22,33,0.66667,1095,1,0
1457,50,34603,1652682377,1652682377,2,23,33,0.69697,1715,1,0
1458,50,35301,1652682703,1652682704,1,31,33,0.93939,580,1,0
1459,50,35663,1652683266,1652683266,1,23,33,0.69697,493,1,0
1460,50,34603,1652683388,1652683388,3,29,33,0.87879,2720,1,0
1461,50,35666,1652683488,1652683488,1,13,33,0.39394,111,1,0
1462,50,35667,1652683952,1652683952,1,22,33,0.66667,893,1,0
1463,50,35677,1652687239,1652687240,1,32,33,0.96970,719,1,0
1464,1,35677,1652687319,1652687319,1,5,5,1.00000,34,1,1
1465,50,35679,1652687639,1652687639,1,32,33,0.96970,315,1,0
1466,1,35679,1652688085,1652688085,1,5,5,1.00000,30,1,1
1467,50,35598,1652688949,1652688949,1,30,33,0.90909,234,1,0
1468,50,35598,1652689158,1652689158,2,32,33,0.96970,138,1,0
1469,50,35684,1652690036,1652690036,1,27,33,0.81818,411,1,0
1470,50,35688,1652691721,1652691722,1,32,33,0.96970,187,1,0
1471,50,35689,1652691782,1652691782,1,24,33,0.72727,289,1,0
1472,1,35689,1652692041,1652692041,1,5,5,1.00000,28,1,1
1473,50,28273,1652692047,1652692047,1,17,33,0.51515,142,1,0
1474,53,35688,1652692061,1652692061,1,33,33,1.00000,240,1,1
1475,2,35689,1652692070,1652692070,1,5,5,1.00000,14,1,1
1476,50,28273,1652692405,1652692405,2,33,33,1.00000,500,1,1
1477,50,35700,1652695700,1652695700,1,29,33,0.87879,363,1,0
1478,50,35700,1652695947,1652695947,2,29,33,0.87879,610,1,0
1479,33,35576,1652700775,1652700775,1,8,8,1.00000,37,1,1
1480,34,35576,1652700812,1652700812,1,7,7,1.00000,21,1,1
1481,50,35704,1652700891,1652700891,1,26,33,0.78788,552,1,0
1482,35,35576,1652700915,1652700915,1,6,10,0.60000,26,1,0
1483,35,35576,1652700944,1652700944,2,1,10,0.10000,50,1,0
1484,35,35576,1652700970,1652700970,3,10,10,1.00000,81,1,1
1485,37,35576,1652701072,1652701072,1,8,8,1.00000,25,1,1
1486,38,35576,1652701132,1652701132,1,10,10,1.00000,52,1,1
1487,39,35576,1652701216,1652701216,1,8,8,1.00000,18,1,1
1488,40,35576,1652701257,1652701257,1,8,8,1.00000,20,1,1
1489,41,35576,1652701381,1652701381,1,10,10,1.00000,110,1,1
1490,42,35576,1652701445,1652701445,1,10,10,1.00000,47,1,1
1491,43,35576,1652701504,1652701504,1,8,8,1.00000,26,1,1
1492,44,35576,1652701537,1652701537,1,6,8,0.75000,19,1,0
1493,44,35576,1652701567,1652701567,2,8,8,1.00000,48,1,1
1494,49,35576,1652701639,1652701639,1,8,8,1.00000,31,1,1
1495,48,35576,1652701819,1652701819,1,3,7,0.42857,169,1,0
1496,48,35576,1652701852,1652701852,2,1,7,0.14286,202,1,0
1497,48,35576,1652701862,1652701862,3,1,7,0.14286,213,1,0
1498,48,35576,1652701867,1652701867,4,1,7,0.14286,217,1,0
1499,48,35576,1652701873,1652701873,5,1,7,0.14286,224,1,0
1500,48,35576,1652701877,1652701877,6,1,7,0.14286,228,1,0
1501,48,35576,1652701882,1652701882,7,1,7,0.14286,232,1,0
1502,48,35576,1652701887,1652701887,8,2,7,0.28571,238,1,0
1503,48,35576,1652701901,1652701901,9,3,7,0.42857,251,1,0
1504,48,35576,1652701912,1652701912,10,3,7,0.42857,262,1,0
1505,48,35576,1652701923,1652701923,11,4,7,0.57143,273,1,0
1506,48,35576,1652701985,1652701985,12,4,7,0.57143,44,1,0
1507,48,35576,1652702007,1652702007,13,7,7,1.00000,66,1,1
1508,48,35576,1652702134,1652702134,14,7,7,1.00000,193,1,1
1509,47,35576,1652702208,1652702208,1,8,8,1.00000,23,1,1
1510,46,35576,1652702276,1652702276,1,10,10,1.00000,38,1,1
1511,36,35576,1652702376,1652702376,1,3,8,0.37500,78,1,0
1512,36,35576,1652702395,1652702395,2,3,8,0.37500,97,1,0
1513,36,35576,1652702403,1652702403,3,2,8,0.25000,105,1,0
1514,36,35576,1652702447,1652702447,4,4,8,0.50000,149,1,0
1515,36,35576,1652702458,1652702458,5,1,8,0.12500,161,1,0
1516,36,35576,1652702474,1652702474,6,5,8,0.62500,177,1,0
1517,36,35576,1652702500,1652702500,7,8,8,1.00000,203,1,1
1518,53,35576,1652706905,1652706906,1,31,33,0.93939,250,1,0
1519,1,35733,1652713268,1652713268,1,5,5,1.00000,38,1,1
1520,14,34366,1652714938,1652714938,1,5,5,1.00000,40,1,1
1521,15,34366,1652714975,1652714975,1,5,5,1.00000,22,1,1
1522,16,34366,1652715071,1652715071,1,6,6,1.00000,60,1,1
1523,50,35717,1652716694,1652716694,1,29,33,0.87879,147,1,0
1524,50,35717,1652719880,1652719880,2,32,33,0.96970,3333,1,0
1525,50,35717,1652720101,1652720101,3,32,33,0.96970,3554,1,0
1526,1,35717,1652720288,1652720288,1,5,5,1.00000,138,1,1
1527,2,35717,1652720368,1652720368,1,5,5,1.00000,30,1,1
1528,3,35717,1652720412,1652720412,1,6,6,1.00000,21,1,1
1529,50,29757,1652722853,1652722853,1,32,33,0.96970,161,1,0
1530,14,29757,1652722946,1652722946,1,5,5,1.00000,11,1,1
1531,15,29757,1652722985,1652722985,1,5,5,1.00000,19,1,1
1532,53,29757,1652723211,1652723211,1,32,33,0.96970,131,1,0
1533,30,32458,1652724586,1652724586,1,8,8,1.00000,119,1,1
1534,24,34603,1652752201,1652752201,1,5,5,1.00000,57,1,1
1535,1,34603,1652752296,1652752296,2,5,5,1.00000,64,1,1
1536,2,34603,1652752336,1652752336,1,5,5,1.00000,25,1,1
1537,3,34603,1652752393,1652752393,1,6,6,1.00000,42,1,1
1538,14,34603,1652753514,1652753514,1,5,5,1.00000,39,1,1
1539,15,34603,1652753563,1652753563,1,5,5,1.00000,23,1,1
1540,15,34603,1652753605,1652753605,2,5,5,1.00000,18,1,1
1541,16,34603,1652753659,1652753659,1,6,6,1.00000,38,1,1
1542,50,35754,1652757141,1652757141,1,23,33,0.69697,307,1,0
1543,50,32187,1652757401,1652757402,1,27,33,0.81818,250,1,0
1544,30,34603,1652759426,1652759426,1,8,8,1.00000,44,1,1
1545,1,35728,1652759603,1652759603,1,5,5,1.00000,62,1,1
1546,29,33154,1652759802,1652759802,1,4,9,0.44444,63,1,0
1547,50,33533,1652759848,1652759848,1,5,33,0.15152,134,1,0
1548,32,34603,1652760616,1652760616,1,7,7,1.00000,220,1,1
1549,27,34603,1652760738,1652760738,1,4,8,0.50000,89,1,0
1550,50,29786,1652761762,1652761763,1,28,33,0.84848,601,1,0
1551,53,35770,1652764848,1652764848,1,19,33,0.57576,175,1,0
1552,1,35759,1652764889,1652764889,1,5,5,1.00000,119,1,1
1553,2,35759,1652765035,1652765035,1,5,5,1.00000,95,1,1
1554,3,35759,1652765206,1652765207,1,6,6,1.00000,51,1,1
1555,50,32359,1652767088,1652767089,1,27,33,0.81818,474,1,0
1556,1,35775,1652767900,1652767900,1,5,5,1.00000,14,1,1
1557,2,35775,1652767956,1652767956,1,5,5,1.00000,28,1,1
1558,3,35775,1652768020,1652768020,1,6,6,1.00000,24,1,1
1559,1,32076,1652770671,1652770671,1,5,5,1.00000,13,1,1
1560,50,35319,1652774881,1652774881,1,21,33,0.63636,706,1,0
1561,50,35317,1652775190,1652775190,1,26,33,0.78788,275,1,0
1562,50,35318,1652775512,1652775512,1,17,33,0.51515,276,1,0
1563,18,32213,1652778984,1652778984,1,4,4,1.00000,72,1,1
1564,53,35798,1652779319,1652779319,1,31,33,0.93939,648,1,0
1565,50,35799,1652779440,1652779440,1,31,33,0.93939,522,1,0
1566,50,35801,1652780976,1652780977,1,32,33,0.96970,923,1,0
1567,2,35617,1652783626,1652783626,1,0,5,0.00000,8,1,0
1568,50,35807,1652784327,1652784328,1,3,33,0.09091,237,1,0
1569,50,35404,1652784639,1652784639,1,8,33,0.24242,168,1,0
1570,29,35404,1652784877,1652784877,2,9,9,1.00000,58,1,1
1571,2,35733,1652785390,1652785390,1,3,5,0.60000,62,1,0
1572,3,35733,1652785464,1652785464,1,6,6,1.00000,47,1,1
1573,14,35733,1652786084,1652786084,1,5,5,1.00000,96,1,1
1574,15,35733,1652786142,1652786142,1,5,5,1.00000,43,1,1
1575,16,35733,1652786195,1652786195,1,6,6,1.00000,32,1,1
1576,1,35810,1652786278,1652786278,1,5,5,1.00000,34,1,1
1577,2,35810,1652786349,1652786349,1,5,5,1.00000,46,1,1
1578,3,35810,1652786412,1652786412,1,6,6,1.00000,24,1,1
1579,14,35810,1652786482,1652786482,1,5,5,1.00000,16,1,1
1580,29,35810,1652786551,1652786551,1,9,9,1.00000,45,1,1
1581,50,35811,1652787375,1652787375,1,29,33,0.87879,452,1,0
1582,50,35811,1652788189,1652788189,2,31,33,0.93939,192,1,0
1583,20,34581,1652789861,1652789861,1,4,4,1.00000,119,1,1
1584,23,34581,1652789929,1652789929,1,4,4,1.00000,40,1,1
1585,24,34581,1652789982,1652789982,1,5,5,1.00000,30,1,1
1586,50,32481,1652790420,1652790420,1,29,33,0.87879,809,1,0
1587,50,35373,1652791953,1652791954,1,14,33,0.42424,2333,1,0
1588,1,35825,1652792674,1652792674,1,5,5,1.00000,33,1,1
1589,53,35825,1652793157,1652793157,1,21,33,0.63636,419,1,0
1590,50,35829,1652794446,1652794446,1,23,33,0.69697,257,1,0
1591,50,35830,1652794650,1652794651,1,32,33,0.96970,517,1,0
1592,50,35830,1652794829,1652794829,2,33,33,1.00000,695,1,1
1593,50,35831,1652795528,1652795528,1,21,33,0.63636,185,1,0
1594,53,32260,1652796014,1652796014,1,31,33,0.93939,246,1,0
1595,50,35523,1652800241,1652800241,1,22,33,0.66667,308,1,0
1596,53,35523,1652800635,1652800635,1,30,33,0.90909,262,1,0
1597,50,35850,1652801322,1652801322,1,29,33,0.87879,232,1,0
1598,50,35847,1652801514,1652801514,1,27,33,0.81818,192,1,0
1599,50,35848,1652801865,1652801865,1,20,33,0.60606,1182,1,0
1600,1,34570,1652802474,1652802474,1,5,5,1.00000,76,1,1
1601,50,35852,1652802660,1652802661,1,32,33,0.96970,1338,1,0
1602,50,35851,1652803780,1652803780,1,28,33,0.84848,381,1,0
1603,50,35862,1652805352,1652805352,1,26,33,0.78788,246,1,0
1604,1,35850,1652806462,1652806462,1,1,5,0.20000,29,1,0
1605,1,35850,1652806503,1652806503,2,5,5,1.00000,70,1,1
1606,2,35850,1652806589,1652806589,1,5,5,1.00000,20,1,1
1607,1,31020,1652809172,1652809172,1,5,5,1.00000,22,1,1
1608,2,31020,1652809217,1652809217,1,3,5,0.60000,23,1,0
1609,2,31020,1652809239,1652809239,2,5,5,1.00000,44,1,1
1610,50,35693,1652813919,1652813919,1,27,33,0.81818,499,1,0
1611,1,35693,1652814031,1652814031,1,5,5,1.00000,29,1,1
1612,1,35693,1652814239,1652814239,2,5,5,1.00000,14,1,1
1613,1,35693,1652814268,1652814268,3,2,5,0.40000,9,1,0
1614,1,35693,1652814297,1652814297,4,5,5,1.00000,39,1,1
1615,14,35693,1652814369,1652814369,1,5,5,1.00000,32,1,1
1616,1,35758,1652844005,1652844005,1,5,5,1.00000,32,1,1
1617,2,35758,1652844059,1652844059,1,5,5,1.00000,33,1,1
1618,3,35758,1652844206,1652844206,1,6,6,1.00000,23,1,1
1619,50,35841,1652847192,1652847192,1,30,33,0.90909,576,1,0
1620,50,35841,1652847414,1652847414,2,33,33,1.00000,210,1,1
1621,50,35462,1652848346,1652848346,1,29,33,0.87879,387,1,0
1622,1,33628,1652851331,1652851331,1,0,5,0.00000,9,1,0
1623,1,33628,1652851350,1652851350,2,2,5,0.40000,28,1,0
1624,1,33628,1652851368,1652851368,3,5,5,1.00000,45,1,1
1625,1,33628,1652851402,1652851402,4,5,5,1.00000,13,1,1
1626,1,33628,1652851435,1652851436,5,5,5,1.00000,15,1,1
1627,50,35267,1652853185,1652853185,1,26,33,0.78788,419,1,0
1628,1,35884,1652855377,1652855377,1,5,5,1.00000,24,1,1
1629,1,35884,1652855794,1652855794,2,5,5,1.00000,33,1,1
1630,50,35890,1652856757,1652856757,1,9,33,0.27273,266,1,0
1631,53,35700,1652858848,1652858848,1,25,33,0.75758,219,1,0
1632,53,35700,1652858999,1652858999,2,33,33,1.00000,369,1,1
1633,1,35700,1652859378,1652859378,1,5,5,1.00000,40,1,1
1634,30,34586,1652861370,1652861370,1,8,8,1.00000,59,1,1
1635,31,34586,1652861497,1652861497,1,4,6,0.66667,46,1,0
1636,31,34586,1652861527,1652861527,2,6,6,1.00000,75,1,1
1637,50,35904,1652862169,1652862170,1,29,33,0.87879,464,1,0
1638,1,35908,1652862683,1652862683,1,3,5,0.60000,105,1,0
1639,1,35908,1652862753,1652862753,2,5,5,1.00000,181,1,1
1640,1,35798,1652865220,1652865220,1,5,5,1.00000,33,1,1
1641,50,35493,1652866594,1652866594,2,30,33,0.90909,361,1,0
1642,50,35799,1652866612,1652866612,2,30,33,0.90909,411,1,0
1643,53,35493,1652867247,1652867247,2,32,33,0.96970,148,1,0
1644,50,35914,1652867580,1652867580,1,31,33,0.93939,388,1,0
1645,53,34827,1652868854,1652868855,1,32,33,0.96970,277,1,0
1646,1,35811,1652872345,1652872345,1,5,5,1.00000,27,1,1
1647,1,35811,1652872412,1652872412,2,5,5,1.00000,12,1,1
1648,1,35233,1652872426,1652872426,1,5,5,1.00000,32,1,1
1649,2,35233,1652872465,1652872465,1,5,5,1.00000,19,1,1
1650,3,35233,1652872513,1652872513,1,6,6,1.00000,26,1,1
1651,50,35233,1652873209,1652873209,1,18,33,0.54545,251,1,0
1652,50,35896,1652874731,1652874731,1,30,33,0.90909,597,1,0
1653,50,35919,1652876947,1652876947,1,32,33,0.96970,1918,1,0
1654,1,33077,1652877426,1652877426,1,5,5,1.00000,21,1,1
1655,2,33077,1652877523,1652877523,1,5,5,1.00000,21,1,1
1656,3,33077,1652877561,1652877561,1,6,6,1.00000,19,1,1
1657,14,33077,1652877905,1652877905,1,5,5,1.00000,20,1,1
1658,15,33077,1652877934,1652877934,1,5,5,1.00000,14,1,1
1659,16,33077,1652877988,1652877988,1,6,6,1.00000,32,1,1
1660,50,35934,1652878829,1652878830,1,29,33,0.87879,220,1,0
1661,50,35932,1652878835,1652878836,1,30,33,0.90909,439,1,0
1662,50,30757,1652880836,1652880836,1,31,33,0.93939,1015,1,0
1663,50,30757,1652881054,1652881054,2,32,33,0.96970,138,1,0
1664,50,35938,1652881616,1652881616,1,28,33,0.84848,621,1,0
1665,30,34976,1652882013,1652882013,1,8,8,1.00000,38,1,1
1666,50,35940,1652882167,1652882167,1,26,33,0.78788,184,1,0
1667,50,32728,1652883614,1652883614,1,29,33,0.87879,568,1,0
1668,50,32728,1652883734,1652883734,2,24,33,0.72727,689,1,0
1669,50,34840,1652884073,1652884074,2,30,33,0.90909,249,1,0
1670,50,35696,1652884332,1652884332,1,30,33,0.90909,326,1,0
1671,53,35696,1652884555,1652884555,1,33,33,1.00000,187,1,1
1672,53,35696,1652884950,1652884950,2,33,33,1.00000,210,1,1
1673,50,35946,1652886733,1652886733,1,30,33,0.90909,596,1,0
1674,50,30831,1652887065,1652887065,1,31,33,0.93939,367,1,0
1675,50,35943,1652889882,1652889882,1,11,33,0.33333,497,1,0
1676,50,35943,1652890238,1652890238,2,8,33,0.24242,850,1,0
1677,50,35943,1652890567,1652890567,3,9,33,0.27273,1181,1,0
1678,50,33576,1652890766,1652890766,1,29,33,0.87879,419,1,0
1679,2,35847,1652891743,1652891743,1,5,5,1.00000,42,1,1
1680,1,35847,1652891769,1652891769,1,5,5,1.00000,12,1,1
1681,3,35847,1652891810,1652891810,1,6,6,1.00000,29,1,1
1682,14,35847,1652892544,1652892544,1,5,5,1.00000,32,1,1
1683,15,35847,1652892597,1652892597,1,5,5,1.00000,30,1,1
1684,16,35847,1652892652,1652892652,1,6,6,1.00000,25,1,1
1685,50,35905,1652896578,1652896578,1,29,33,0.87879,206,1,0
1686,50,35965,1652925331,1652925331,1,13,33,0.39394,590,1,0
1687,53,33431,1652927502,1652927502,1,32,33,0.96970,226,1,0
1688,50,35873,1652928425,1652928425,1,22,33,0.66667,839,1,0
1689,50,35873,1652928974,1652928974,2,22,33,0.66667,290,1,0
1690,50,32728,1652937738,1652937739,3,33,33,1.00000,630,1,1
1691,50,35976,1652940800,1652940800,1,28,33,0.84848,629,1,0
1692,3,34951,1652940903,1652940903,2,5,6,0.83333,163,1,0
1693,50,35976,1652941479,1652941479,2,28,33,0.84848,1307,1,0
1694,1,34594,1652943184,1652943184,1,5,5,1.00000,86,1,1
1695,2,34594,1652943406,1652943406,1,5,5,1.00000,116,1,1
1696,3,34594,1652943527,1652943527,1,6,6,1.00000,101,1,1
1697,50,35986,1652944438,1652944439,1,27,33,0.81818,1464,1,0
1698,50,35985,1652945016,1652945016,1,31,33,0.93939,212,1,0
1699,50,33229,1652945162,1652945162,2,29,33,0.87879,389,1,0
