id,coursemoduleid,userid,completionstate,viewed,overrideby,timemodified
700,122,37882,1,0,NULL,1658311408
701,121,37882,1,0,NULL,1658311408
702,120,37882,1,0,NULL,1658311408
703,125,37882,1,0,NULL,1658311410
704,119,37882,1,0,NULL,1658311410
705,117,37882,1,0,NULL,1658311411
706,116,37882,1,0,NULL,1658311411
707,115,37882,1,0,NULL,1658311411
708,114,37882,1,0,NULL,1658311412
709,113,37882,1,0,NULL,1658311414
710,112,37882,1,0,NULL,1658311414
711,111,37882,1,0,NULL,1658311414
712,110,37882,1,0,NULL,1658311415
713,109,37882,1,0,NULL,1658311415
714,118,37882,1,0,NULL,1658311415
715,108,37882,1,0,NULL,1658311417
716,107,37882,1,0,NULL,1658311418
717,106,37882,1,0,NULL,1658311418
718,105,37882,1,0,NULL,1658311418
719,104,37882,1,0,NULL,1658311418
720,103,37882,1,0,NULL,1658311419
721,102,37882,1,0,NULL,1658311420
722,101,37882,1,0,NULL,1658311421
723,100,37882,1,0,NULL,1658311421
724,98,37882,1,0,NULL,1658311422
725,99,37882,1,0,NULL,1658311422
726,97,37882,1,0,NULL,1658311422
727,96,37882,1,0,NULL,1658311424
728,95,37882,1,0,NULL,1658311425
729,94,37882,1,0,NULL,1658311425
730,93,37882,1,0,NULL,1658311426
731,92,37882,1,0,NULL,1658311426
732,91,37882,1,0,NULL,1658311428
733,90,37882,1,0,NULL,1658311428
734,89,37882,1,0,NULL,1658311429
735,88,37882,1,0,NULL,1658311429
736,87,37882,1,0,NULL,1658311429
737,86,37882,1,0,NULL,1658311431
738,85,37882,1,0,NULL,1658311432
739,84,37882,1,0,NULL,1658311432
740,64,37882,1,0,NULL,1658311434
741,63,37882,1,0,NULL,1658311436
742,62,37882,1,0,NULL,1658311436
743,65,37882,1,0,NULL,1658311438
744,61,37882,1,0,NULL,1658311440
745,60,37882,1,0,NULL,1658311440
746,59,37882,1,0,NULL,1658311446
747,57,37882,1,0,NULL,1658311446
748,83,37882,1,0,NULL,1658311447
749,56,37882,1,0,NULL,1658311447
750,82,37882,1,0,NULL,1658311449
751,55,37882,1,0,NULL,1658311449
752,81,37882,1,0,NULL,1658311450
753,54,37882,1,0,NULL,1658311450
754,58,37882,1,0,NULL,1658311451
755,80,37882,1,0,NULL,1658311451
756,53,37882,1,0,NULL,1658311453
757,79,37882,1,0,NULL,1658311454
758,78,37882,1,0,NULL,1658311454
759,52,37882,1,0,NULL,1658311455
760,77,37882,1,0,NULL,1658311455
761,76,37882,1,0,NULL,1658311455
762,75,37882,1,0,NULL,1658311457
763,51,37882,1,0,NULL,1658311458
764,74,37882,1,0,NULL,1658311458
765,73,37882,1,0,NULL,1658311459
766,72,37882,1,0,NULL,1658311459
767,190,37882,1,0,NULL,1658311508
768,230,37882,1,0,NULL,1658311510
769,231,37882,1,0,NULL,1658311511
770,191,37882,1,0,NULL,1658311514
771,236,37882,1,0,NULL,1658311514
772,235,37882,1,0,NULL,1658311516
773,234,37882,1,0,NULL,1658311521
774,233,37882,1,0,NULL,1658311521
775,232,37882,1,0,NULL,1658311522
776,189,37883,1,0,NULL,1658312119
777,29,37890,1,0,NULL,1658314897
778,30,37890,1,0,NULL,1658314900
779,31,37890,1,0,NULL,1658314904
780,32,37890,1,0,NULL,1658314906
781,33,37890,1,0,NULL,1658314909
782,69,37890,1,0,NULL,1658314912
783,70,37890,1,0,NULL,1658314921
784,71,37890,1,0,NULL,1658315058
785,50,37890,1,0,NULL,1658315059
786,72,37890,1,0,NULL,1658315060
787,73,37890,1,0,NULL,1658315069
788,74,37890,1,0,NULL,1658315155
789,51,37890,1,0,NULL,1658315156
790,75,37890,1,0,NULL,1658315158
791,76,37890,1,0,NULL,1658315159
792,77,37890,1,0,NULL,1658315160
793,189,37890,1,0,NULL,1658315444
794,189,37916,1,0,NULL,1658333923
795,189,37936,1,0,NULL,1658319931
796,30,37936,1,0,NULL,1658320060
797,29,37936,1,0,NULL,1658320075
798,69,37936,1,0,NULL,1658320104
799,32,37936,1,0,NULL,1658320109
800,31,37936,1,0,NULL,1658320120
801,33,37936,1,0,NULL,1658320121
802,70,37936,1,0,NULL,1658320122
803,71,37936,1,0,NULL,1658320124
804,50,37936,1,0,NULL,1658320124
805,72,37936,1,0,NULL,1658320124
806,73,37936,1,0,NULL,1658320126
807,74,37936,1,0,NULL,1658320126
808,51,37936,1,0,NULL,1658320127
809,75,37936,1,0,NULL,1658320127
810,76,37936,1,0,NULL,1658320128
811,77,37936,1,0,NULL,1658320129
812,52,37936,1,0,NULL,1658320130
813,78,37936,1,0,NULL,1658320131
814,53,37936,1,0,NULL,1658320132
815,80,37936,1,0,NULL,1658320133
816,54,37936,1,0,NULL,1658320134
817,81,37936,1,0,NULL,1658320135
818,55,37936,1,0,NULL,1658320136
819,82,37936,1,0,NULL,1658320136
820,79,37936,1,0,NULL,1658320137
821,56,37936,1,0,NULL,1658320137
822,83,37936,1,0,NULL,1658320138
823,57,37936,1,0,NULL,1658320138
824,58,37936,1,0,NULL,1658320140
825,59,37936,1,0,NULL,1658320140
826,60,37936,1,0,NULL,1658320141
827,61,37936,1,0,NULL,1658320142
828,62,37936,1,0,NULL,1658320142
829,63,37936,1,0,NULL,1658320143
830,64,37936,1,0,NULL,1658320143
831,65,37936,1,0,NULL,1658320145
832,84,37936,1,0,NULL,1658320146
833,85,37936,1,0,NULL,1658320146
834,86,37936,1,0,NULL,1658320147
835,87,37936,1,0,NULL,1658320147
836,88,37936,1,0,NULL,1658320148
837,89,37936,1,0,NULL,1658320149
838,90,37936,1,0,NULL,1658320150
839,91,37936,1,0,NULL,1658320150
840,92,37936,1,0,NULL,1658320151
841,93,37936,1,0,NULL,1658320151
842,94,37936,1,0,NULL,1658320152
843,95,37936,1,0,NULL,1658320152
844,96,37936,1,0,NULL,1658320154
845,97,37936,1,0,NULL,1658320154
846,99,37936,1,0,NULL,1658320155
847,100,37936,1,0,NULL,1658320156
848,101,37936,1,0,NULL,1658320156
849,102,37936,1,0,NULL,1658320159
850,103,37936,1,0,NULL,1658320160
851,98,37936,1,0,NULL,1658320160
852,104,37936,1,0,NULL,1658320160
853,105,37936,1,0,NULL,1658320161
854,106,37936,1,0,NULL,1658320161
855,107,37936,1,0,NULL,1658320162
856,195,37936,1,0,NULL,1658320163
857,194,37936,1,0,NULL,1658320164
858,129,37936,1,0,NULL,1658320164
859,128,37936,1,0,NULL,1658320165
860,127,37936,1,0,NULL,1658320165
861,126,37936,1,0,NULL,1658320166
862,125,37936,1,0,NULL,1658320166
863,124,37936,1,0,NULL,1658320167
864,123,37936,1,0,NULL,1658320168
865,122,37936,1,0,NULL,1658320169
866,121,37936,1,0,NULL,1658320169
867,120,37936,1,0,NULL,1658320170
868,119,37936,1,0,NULL,1658320170
869,118,37936,1,0,NULL,1658320171
870,117,37936,1,0,NULL,1658320172
871,116,37936,1,0,NULL,1658320172
872,114,37936,1,0,NULL,1658320175
873,115,37936,1,0,NULL,1658320175
874,113,37936,1,0,NULL,1658320322
875,112,37936,1,0,NULL,1658320323
876,111,37936,1,0,NULL,1658320323
877,110,37936,1,0,NULL,1658320323
878,109,37936,1,0,NULL,1658320324
879,108,37936,1,0,NULL,1658320325
880,29,37916,1,0,NULL,1658320431
881,30,37916,1,0,NULL,1658320432
882,31,37916,1,0,NULL,1658320432
883,32,37916,1,0,NULL,1658320432
884,50,37916,1,0,NULL,1658320434
885,71,37916,1,0,NULL,1658320434
886,70,37916,1,0,NULL,1658320434
887,69,37916,1,0,NULL,1658320435
888,72,37916,1,0,NULL,1658320436
889,73,37916,1,0,NULL,1658320436
890,74,37916,1,0,NULL,1658320436
891,195,37916,1,0,NULL,1658320440
892,194,37916,1,0,NULL,1658320440
893,129,37916,1,0,NULL,1658320440
894,128,37916,1,0,NULL,1658320441
895,127,37916,1,0,NULL,1658320441
896,126,37916,1,0,NULL,1658320441
897,125,37916,1,0,NULL,1658320441
898,124,37916,1,0,NULL,1658320444
899,123,37916,1,0,NULL,1658320444
900,122,37916,1,0,NULL,1658320444
901,121,37916,1,0,NULL,1658320444
902,120,37916,1,0,NULL,1658320445
903,119,37916,1,0,NULL,1658320445
904,118,37916,1,0,NULL,1658320446
905,117,37916,1,0,NULL,1658320447
906,116,37916,1,0,NULL,1658320447
907,115,37916,1,0,NULL,1658320447
908,114,37916,1,0,NULL,1658320448
909,113,37916,1,0,NULL,1658320449
910,112,37916,1,0,NULL,1658320449
911,111,37916,1,0,NULL,1658320449
912,110,37916,1,0,NULL,1658320450
913,109,37916,1,0,NULL,1658320450
914,108,37916,1,0,NULL,1658320450
915,107,37916,1,0,NULL,1658320451
916,104,37916,1,0,NULL,1658320452
917,105,37916,1,0,NULL,1658320453
918,103,37916,1,0,NULL,1658320453
919,106,37916,1,0,NULL,1658320457
920,101,37916,1,0,NULL,1658320459
921,100,37916,1,0,NULL,1658320459
922,102,37916,1,0,NULL,1658320460
923,79,37916,1,0,NULL,1658320467
924,78,37916,1,0,NULL,1658320467
925,52,37916,1,0,NULL,1658320467
926,77,37916,1,0,NULL,1658320467
927,76,37916,1,0,NULL,1658320468
928,75,37916,1,0,NULL,1658320468
929,53,37916,1,0,NULL,1658320469
930,51,37916,1,0,NULL,1658320470
931,57,37916,1,0,NULL,1658320473
932,83,37916,1,0,NULL,1658320473
933,56,37916,1,0,NULL,1658320473
934,82,37916,1,0,NULL,1658320474
935,55,37916,1,0,NULL,1658320474
936,81,37916,1,0,NULL,1658320475
937,54,37916,1,0,NULL,1658320475
938,58,37916,1,0,NULL,1658320477
939,59,37916,1,0,NULL,1658320477
940,60,37916,1,0,NULL,1658320477
941,64,37916,1,0,NULL,1658320479
942,63,37916,1,0,NULL,1658320479
943,62,37916,1,0,NULL,1658320479
944,61,37916,1,0,NULL,1658320485
945,65,37916,1,0,NULL,1658320486
946,84,37916,1,0,NULL,1658320486
947,85,37916,1,0,NULL,1658320486
948,99,37916,1,0,NULL,1658320491
949,98,37916,1,0,NULL,1658320492
950,97,37916,1,0,NULL,1658320492
951,96,37916,1,0,NULL,1658320492
952,95,37916,1,0,NULL,1658320493
953,94,37916,1,0,NULL,1658320493
954,93,37916,1,0,NULL,1658320493
955,92,37916,1,0,NULL,1658320495
956,91,37916,1,0,NULL,1658320496
957,90,37916,1,0,NULL,1658320496
958,89,37916,1,0,NULL,1658320498
959,88,37916,1,0,NULL,1658320498
960,87,37916,1,0,NULL,1658320498
961,86,37916,1,0,NULL,1658320498
962,189,37965,1,0,NULL,1658321463
963,189,37895,1,0,NULL,1658326512
964,29,37939,1,0,NULL,1658326748
965,30,37939,1,0,NULL,1658326750
966,31,37939,1,0,NULL,1658326752
967,32,37939,1,0,NULL,1658326753
968,33,37939,1,0,NULL,1658326754
969,69,37939,1,0,NULL,1658326756
970,70,37939,1,0,NULL,1658326756
971,71,37939,1,0,NULL,1658326757
972,50,37939,1,0,NULL,1658326758
973,72,37939,1,0,NULL,1658326758
974,73,37939,1,0,NULL,1658326759
975,74,37939,1,0,NULL,1658326760
976,51,37939,1,0,NULL,1658326761
977,75,37939,1,0,NULL,1658326761
978,76,37939,1,0,NULL,1658326762
979,77,37939,1,0,NULL,1658326763
980,52,37939,1,0,NULL,1658326763
981,78,37939,1,0,NULL,1658326764
982,79,37939,1,0,NULL,1658326765
983,53,37939,1,0,NULL,1658326766
984,80,37939,1,0,NULL,1658326767
985,54,37939,1,0,NULL,1658326769
986,81,37939,1,0,NULL,1658326769
987,55,37939,1,0,NULL,1658326769
988,82,37939,1,0,NULL,1658326771
989,56,37939,1,0,NULL,1658326771
990,83,37939,1,0,NULL,1658326772
991,57,37939,1,0,NULL,1658326773
992,58,37939,1,0,NULL,1658326773
993,59,37939,1,0,NULL,1658326773
994,60,37939,1,0,NULL,1658326774
995,61,37939,1,0,NULL,1658326775
996,62,37939,1,0,NULL,1658326775
997,63,37939,1,0,NULL,1658326776
998,64,37939,1,0,NULL,1658326777
999,65,37939,1,0,NULL,1658326777
1000,84,37939,1,0,NULL,1658326778
1001,85,37939,1,0,NULL,1658326780
1002,86,37939,1,0,NULL,1658326786
1003,87,37939,1,0,NULL,1658326787
1004,88,37939,1,0,NULL,1658326787
1005,89,37939,1,0,NULL,1658326789
1006,90,37939,1,0,NULL,1658326791
1007,91,37939,1,0,NULL,1658326793
1008,92,37939,1,0,NULL,1658326799
1009,93,37939,1,0,NULL,1658326800
1010,94,37939,1,0,NULL,1658326801
1011,95,37939,1,0,NULL,1658326803
1012,96,37939,1,0,NULL,1658326803
1013,97,37939,1,0,NULL,1658326805
1014,98,37939,1,0,NULL,1658326805
1015,99,37939,1,0,NULL,1658326806
1016,100,37939,1,0,NULL,1658326807
1017,101,37939,1,0,NULL,1658326807
1018,102,37939,1,0,NULL,1658326808
1019,103,37939,1,0,NULL,1658326809
1020,104,37939,1,0,NULL,1658326817
1021,105,37939,1,0,NULL,1658326818
1022,106,37939,1,0,NULL,1658326820
1023,107,37939,1,0,NULL,1658326820
1024,108,37939,1,0,NULL,1658326822
1025,109,37939,1,0,NULL,1658326822
1026,110,37939,1,0,NULL,1658326823
1027,111,37939,1,0,NULL,1658326827
1028,112,37939,1,0,NULL,1658326828
1029,113,37939,1,0,NULL,1658326829
1030,114,37939,1,0,NULL,1658326830
1031,115,37939,1,0,NULL,1658326831
1032,116,37939,1,0,NULL,1658326831
1033,117,37939,1,0,NULL,1658326833
1034,118,37939,1,0,NULL,1658326833
1035,119,37939,1,0,NULL,1658326834
1036,120,37939,1,0,NULL,1658326835
1037,121,37939,1,0,NULL,1658326836
1038,122,37939,1,0,NULL,1658326837
1039,123,37939,1,0,NULL,1658326837
1040,124,37939,1,0,NULL,1658326838
1041,125,37939,1,0,NULL,1658326839
1042,126,37939,1,0,NULL,1658326840
1043,127,37939,1,0,NULL,1658326840
1044,128,37939,1,0,NULL,1658326842
1045,129,37939,1,0,NULL,1658326842
1046,194,37939,1,0,NULL,1658326843
1047,195,37939,1,0,NULL,1658326849
1048,189,37939,1,0,NULL,1658326887
1049,189,37994,1,0,NULL,1658328284
1050,189,38003,1,0,NULL,1658327608
1051,189,37989,1,0,NULL,1658327883
1052,189,37955,1,0,NULL,1658328539
1053,189,38005,1,0,NULL,1658328739
1054,189,38075,1,0,NULL,1658330694
1055,189,38135,1,0,NULL,1658331189
1056,189,38130,1,0,NULL,1658331312
1057,189,38138,1,0,NULL,1658331658
1058,189,37995,1,0,NULL,1658331731
1059,189,32573,1,0,NULL,1658332363
1060,190,32573,1,0,NULL,1658332389
1061,231,32573,1,0,NULL,1658332391
1062,230,32573,1,0,NULL,1658332391
1063,191,32573,1,0,NULL,1658332395
1064,236,32573,1,0,NULL,1658332438
1065,234,32573,1,0,NULL,1658332439
1066,235,32573,1,0,NULL,1658332440
1067,233,32573,1,0,NULL,1658332440
1068,232,32573,1,0,NULL,1658332442
1069,189,38149,1,0,NULL,1658332900
1070,189,38255,1,0,NULL,1658340845
1071,29,3447,0,0,NULL,1658372344
1072,189,38277,1,0,NULL,1658372839
1073,189,35836,1,0,NULL,1658373314
1074,189,38307,1,0,NULL,1658373818
1075,189,38314,1,0,NULL,1658375996
1076,189,38347,1,0,NULL,1658375551
1077,189,38316,1,0,NULL,1658376182
1078,189,38143,1,0,NULL,1658376417
1079,189,38317,1,0,NULL,1658377033
1080,189,38312,1,0,NULL,1658376849
1081,29,38312,1,0,NULL,1658376884
1082,30,38312,1,0,NULL,1658376886
1083,31,38312,1,0,NULL,1658376888
1084,32,38312,1,0,NULL,1658376889
1085,33,38312,1,0,NULL,1658376891
1086,69,38312,1,0,NULL,1658376892
1087,70,38312,1,0,NULL,1658376893
1088,71,38312,1,0,NULL,1658376895
1089,50,38312,1,0,NULL,1658376895
1090,72,38312,1,0,NULL,1658376896
1091,74,38312,1,0,NULL,1658376897
1092,51,38312,1,0,NULL,1658376899
1093,75,38312,1,0,NULL,1658376899
1094,76,38312,1,0,NULL,1658376900
1095,73,38312,1,0,NULL,1658376902
1096,77,38312,1,0,NULL,1658376903
1097,52,38312,1,0,NULL,1658376905
1098,78,38312,1,0,NULL,1658376905
1099,53,38312,1,0,NULL,1658376907
1100,79,38312,1,0,NULL,1658376908
1101,80,38312,1,0,NULL,1658376909
1102,54,38312,1,0,NULL,1658376910
1103,81,38312,1,0,NULL,1658376911
1104,55,38312,1,0,NULL,1658376911
1105,82,38312,1,0,NULL,1658376913
1106,56,38312,1,0,NULL,1658376913
1107,83,38312,1,0,NULL,1658376914
1108,195,38312,1,0,NULL,1658376917
1109,194,38312,1,0,NULL,1658376918
1110,129,38312,1,0,NULL,1658376918
1111,128,38312,1,0,NULL,1658376919
1112,127,38312,1,0,NULL,1658376919
1113,126,38312,1,0,NULL,1658376920
1114,125,38312,1,0,NULL,1658376920
1115,124,38312,1,0,NULL,1658376922
1116,123,38312,1,0,NULL,1658376923
1117,122,38312,1,0,NULL,1658376923
1118,121,38312,1,0,NULL,1658376924
1119,120,38312,1,0,NULL,1658376925
1120,119,38312,1,0,NULL,1658376926
1121,118,38312,1,0,NULL,1658376927
1122,117,38312,1,0,NULL,1658376927
1123,116,38312,1,0,NULL,1658376928
1124,115,38312,1,0,NULL,1658376928
1125,114,38312,1,0,NULL,1658376930
1126,113,38312,1,0,NULL,1658376930
1127,112,38312,1,0,NULL,1658376931
1128,111,38312,1,0,NULL,1658376931
1129,110,38312,1,0,NULL,1658376932
1130,109,38312,1,0,NULL,1658376933
1131,108,38312,1,0,NULL,1658376933
1132,107,38312,1,0,NULL,1658376934
1133,106,38312,1,0,NULL,1658376935
1134,105,38312,1,0,NULL,1658376936
1135,104,38312,1,0,NULL,1658376937
1136,102,38312,1,0,NULL,1658376938
1137,101,38312,1,0,NULL,1658376939
1138,100,38312,1,0,NULL,1658376940
1139,99,38312,1,0,NULL,1658376941
1140,98,38312,1,0,NULL,1658376942
1141,103,38312,1,0,NULL,1658376942
1142,96,38312,1,0,NULL,1658376943
1143,95,38312,1,0,NULL,1658376944
1144,94,38312,1,0,NULL,1658376945
1145,93,38312,1,0,NULL,1658376945
1146,92,38312,1,0,NULL,1658376946
1147,91,38312,1,0,NULL,1658376947
1148,97,38312,1,0,NULL,1658376948
1149,90,38312,1,0,NULL,1658376948
1150,89,38312,1,0,NULL,1658376949
1151,88,38312,1,0,NULL,1658376950
1152,87,38312,1,0,NULL,1658376951
1153,85,38312,1,0,NULL,1658376952
1154,84,38312,1,0,NULL,1658376953
1155,65,38312,1,0,NULL,1658376955
1156,64,38312,1,0,NULL,1658376956
1157,63,38312,1,0,NULL,1658376957
1158,86,38312,1,0,NULL,1658376957
1159,62,38312,1,0,NULL,1658376958
1160,61,38312,1,0,NULL,1658376959
1161,60,38312,1,0,NULL,1658376959
1162,59,38312,1,0,NULL,1658376959
1163,58,38312,1,0,NULL,1658376961
1164,57,38312,1,0,NULL,1658376961
1165,190,38312,1,0,NULL,1658376999
1166,230,38312,1,0,NULL,1658376999
1167,231,38312,1,0,NULL,1658377000
1168,191,38312,1,0,NULL,1658377001
1169,236,38312,1,0,NULL,1658377002
1170,235,38312,1,0,NULL,1658377002
1171,232,38312,1,0,NULL,1658377006
1172,234,38312,1,0,NULL,1658377008
1173,189,38296,1,0,NULL,1658377206
1174,189,38321,1,0,NULL,1658378226
1175,29,38358,1,0,NULL,1658378086
1176,30,38358,1,0,NULL,1658378088
1177,31,38358,1,0,NULL,1658378089
1178,32,38358,1,0,NULL,1658378090
1179,33,38358,1,0,NULL,1658378091
1180,69,38358,1,0,NULL,1658378091
1181,70,38358,1,0,NULL,1658378092
1182,50,38358,1,0,NULL,1658378094
1183,71,38358,1,0,NULL,1658378096
1184,72,38358,1,0,NULL,1658378097
1185,74,38358,1,0,NULL,1658378098
1186,51,38358,1,0,NULL,1658378099
1187,75,38358,1,0,NULL,1658378100
1188,76,38358,1,0,NULL,1658378100
1189,77,38358,1,0,NULL,1658378101
1190,52,38358,1,0,NULL,1658378102
1191,78,38358,1,0,NULL,1658378102
1192,79,38358,1,0,NULL,1658378103
1193,53,38358,1,0,NULL,1658378103
1194,80,38358,1,0,NULL,1658378104
1195,54,38358,1,0,NULL,1658378105
1196,55,38358,1,0,NULL,1658378105
1197,82,38358,1,0,NULL,1658378106
1198,56,38358,1,0,NULL,1658378107
1199,83,38358,1,0,NULL,1658378107
1200,57,38358,1,0,NULL,1658378107
1201,73,38358,1,0,NULL,1658378108
1202,60,38358,1,0,NULL,1658378110
1203,59,38358,1,0,NULL,1658378110
1204,81,38358,1,0,NULL,1658378110
1205,189,38358,1,0,NULL,1658378132
1206,189,3468,0,0,NULL,1658378153
1207,190,38358,1,0,NULL,1658378190
1208,230,38358,1,0,NULL,1658378191
1209,231,38358,1,0,NULL,1658378192
1210,232,38358,1,0,NULL,1658378193
1211,233,38358,1,0,NULL,1658378194
1212,234,38358,1,0,NULL,1658378194
1213,235,38358,1,0,NULL,1658378196
1214,236,38358,1,0,NULL,1658378196
1215,191,38358,1,0,NULL,1658378197
1216,189,38408,1,0,NULL,1658378282
1217,189,37390,1,0,NULL,1658378352
1218,189,38403,1,0,NULL,1658378503
1219,189,38346,1,0,NULL,1658378669
1220,189,38425,1,0,NULL,1658378844
1221,189,37391,1,0,NULL,1658379209
1222,134,37391,1,0,NULL,1658379236
1223,133,37391,1,0,NULL,1658379238
1224,173,37391,1,0,NULL,1658379249
1225,193,37391,1,0,NULL,1658379250
1226,272,37391,1,0,NULL,1658379250
1227,273,37391,1,0,NULL,1658379250
1228,230,37391,1,0,NULL,1658379262
1229,232,37391,1,0,NULL,1658379262
1230,233,37391,1,0,NULL,1658379263
1231,234,37391,1,0,NULL,1658379264
1232,235,37391,1,0,NULL,1658379264
1233,236,37391,1,0,NULL,1658379265
1234,191,37391,1,0,NULL,1658379266
1235,190,37391,1,0,NULL,1658379267
1236,231,37391,1,0,NULL,1658379267
1237,29,38403,1,0,NULL,1658379298
1238,30,38403,1,0,NULL,1658379299
1239,31,38403,1,0,NULL,1658379300
1240,32,38403,1,0,NULL,1658379302
1241,69,38403,1,0,NULL,1658379310
1242,70,38403,1,0,NULL,1658379310
1243,71,38403,1,0,NULL,1658379310
1244,50,38403,1,0,NULL,1658379312
1245,72,38403,1,0,NULL,1658379312
1246,73,38403,1,0,NULL,1658379314
1247,74,38403,1,0,NULL,1658379314
1248,51,38403,1,0,NULL,1658379315
1249,75,38403,1,0,NULL,1658379316
1250,76,38403,1,0,NULL,1658379317
1251,77,38403,1,0,NULL,1658379317
1252,52,38403,1,0,NULL,1658379318
1253,33,38403,1,0,NULL,1658379319
1254,78,38403,1,0,NULL,1658379319
1255,79,38403,1,0,NULL,1658379320
1256,53,38403,1,0,NULL,1658379320
1257,80,38403,1,0,NULL,1658379322
1258,54,38403,1,0,NULL,1658379323
1259,55,38403,1,0,NULL,1658379324
1260,82,38403,1,0,NULL,1658379325
1261,56,38403,1,0,NULL,1658379326
1262,83,38403,1,0,NULL,1658379326
1263,81,38403,1,0,NULL,1658379328
1264,57,38403,1,0,NULL,1658379329
1265,58,38403,1,0,NULL,1658379329
1266,60,38403,1,0,NULL,1658379332
1267,61,38403,1,0,NULL,1658379335
1268,62,38403,1,0,NULL,1658379335
1269,63,38403,1,0,NULL,1658379337
1270,65,38403,1,0,NULL,1658379339
1271,84,38403,1,0,NULL,1658379340
1272,85,38403,1,0,NULL,1658379341
1273,86,38403,1,0,NULL,1658379342
1274,64,38403,1,0,NULL,1658379342
1275,87,38403,1,0,NULL,1658379343
1276,88,38403,1,0,NULL,1658379343
1277,89,38403,1,0,NULL,1658379345
1278,90,38403,1,0,NULL,1658379345
1279,91,38403,1,0,NULL,1658379346
1280,92,38403,1,0,NULL,1658379347
1281,93,38403,1,0,NULL,1658379347
1282,94,38403,1,0,NULL,1658379348
1283,95,38403,1,0,NULL,1658379348
1284,96,38403,1,0,NULL,1658379349
1285,195,38403,1,0,NULL,1658379357
1286,194,38403,1,0,NULL,1658379357
1287,129,38403,1,0,NULL,1658379357
1288,128,38403,1,0,NULL,1658379357
1289,127,38403,1,0,NULL,1658379359
1290,126,38403,1,0,NULL,1658379360
1291,125,38403,1,0,NULL,1658379361
1292,124,38403,1,0,NULL,1658379362
1293,123,38403,1,0,NULL,1658379368
1294,122,38403,1,0,NULL,1658379369
1295,121,38403,1,0,NULL,1658379370
1296,120,38403,1,0,NULL,1658379371
1297,119,38403,1,0,NULL,1658379371
1298,118,38403,1,0,NULL,1658379372
1299,117,38403,1,0,NULL,1658379373
1300,116,38403,1,0,NULL,1658379374
1301,115,38403,1,0,NULL,1658379374
1302,114,38403,1,0,NULL,1658379375
1303,113,38403,1,0,NULL,1658379375
1304,112,38403,1,0,NULL,1658379376
1305,111,38403,1,0,NULL,1658379377
1306,110,38403,1,0,NULL,1658379377
1307,108,38403,1,0,NULL,1658379379
1308,107,38403,1,0,NULL,1658379380
1309,106,38403,1,0,NULL,1658379380
1310,105,38403,1,0,NULL,1658379381
1311,104,38403,1,0,NULL,1658379381
1312,103,38403,1,0,NULL,1658379382
1313,102,38403,1,0,NULL,1658379383
1314,109,38403,1,0,NULL,1658379383
1315,97,38403,1,0,NULL,1658379385
1316,99,38403,1,0,NULL,1658379385
1317,100,38403,1,0,NULL,1658379386
1318,101,38403,1,0,NULL,1658379387
1319,98,38403,1,0,NULL,1658379390
1320,29,3610,1,0,NULL,1658380392
1321,30,3610,1,0,NULL,1658380400
1322,31,3610,1,0,NULL,1658380401
1323,189,38111,1,0,NULL,1658380993
1324,189,35890,1,0,NULL,1658381586
1325,190,35890,1,0,NULL,1658381647
1326,230,35890,1,0,NULL,1658381648
1327,231,35890,1,0,NULL,1658381649
1328,232,35890,1,0,NULL,1658381649
1329,233,35890,1,0,NULL,1658381651
1330,235,35890,1,0,NULL,1658381652
1331,236,35890,1,0,NULL,1658381652
1332,191,35890,1,0,NULL,1658381654
1333,234,35890,1,0,NULL,1658381656
1334,29,35890,1,0,NULL,1658381687
1335,30,35890,1,0,NULL,1658381688
1336,31,35890,1,0,NULL,1658381689
1337,32,35890,1,0,NULL,1658381690
1338,33,35890,1,0,NULL,1658381690
1339,69,35890,1,0,NULL,1658381691
1340,70,35890,1,0,NULL,1658381692
1341,71,35890,1,0,NULL,1658381693
1342,50,35890,1,0,NULL,1658381693
1343,72,35890,1,0,NULL,1658381694
1344,73,35890,1,0,NULL,1658381694
1345,74,35890,1,0,NULL,1658381695
1346,75,35890,1,0,NULL,1658381696
1347,76,35890,1,0,NULL,1658381697
1348,52,35890,1,0,NULL,1658381699
1349,78,35890,1,0,NULL,1658381699
1350,79,35890,1,0,NULL,1658381699
1351,51,35890,1,0,NULL,1658381701
1352,80,35890,1,0,NULL,1658381701
1353,54,35890,1,0,NULL,1658381701
1354,81,35890,1,0,NULL,1658381702
1355,77,35890,1,0,NULL,1658381702
1356,55,35890,1,0,NULL,1658381703
1357,56,35890,1,0,NULL,1658381704
1358,83,35890,1,0,NULL,1658381704
1359,57,35890,1,0,NULL,1658381705
1360,53,35890,1,0,NULL,1658381705
1361,58,35890,1,0,NULL,1658381706
1362,59,35890,1,0,NULL,1658381707
1363,82,35890,1,0,NULL,1658381708
1364,195,35890,1,0,NULL,1658381711
1365,194,35890,1,0,NULL,1658381712
1366,129,35890,0,0,NULL,1658381716
1367,128,35890,0,0,NULL,1658381716
1368,119,35890,0,0,NULL,1658381724
1369,84,35890,1,0,NULL,1658381737
1370,85,35890,1,0,NULL,1658381738
1371,86,35890,1,0,NULL,1658381739
1372,87,35890,1,0,NULL,1658381739
1373,88,35890,1,0,NULL,1658381740
1374,89,35890,1,0,NULL,1658381742
1375,90,35890,1,0,NULL,1658381742
1376,91,35890,1,0,NULL,1658381742
1377,92,35890,1,0,NULL,1658381742
1378,173,35890,1,0,NULL,1658381780
